file_name,language,total_lines,blank_lines,comment_lines,comment_ratio,avg_line_length,max_line_length,long_lines_count,max_indentation,num_functions,num_classes,num_if_else,num_loops,num_try_except,has_docstrings,single_letter_vars,magic_numbers,avg_func_length,max_func_length,very_long_functions,label
git_commit-graph.c,c,2931,541,1493,0.5093824633230979,33.06569037656904,105,1,3,555,178,280,66,0,0,1,15,20.05607476635514,153,7,1
git_commit-reach.c,c,1366,215,924,0.6764275256222547,30.45351867940921,100,0,3,240,118,126,65,0,0,1,1,28.942857142857143,96,8,1
git_commit.c,c,2029,259,1149,0.5662888122227698,29.92824858757062,124,4,3,356,131,184,53,0,0,1,7,16.178947368421053,99,6,1
git_common-exit.c,c,26,4,9,0.34615384615384615,30.727272727272727,84,0,0,4,0,1,0,0,0,0,0,8.5,12,0,1
git_common-init.c,c,63,12,16,0.25396825396825395,31.058823529411764,71,0,0,19,1,1,0,0,0,0,0,14.0,21,0,1
git_common-main.c,c,13,3,3,0.23076923076923078,23.3,60,0,0,5,0,0,0,0,0,0,0,7.0,7,0,1
git_config.c,c,3594,464,1861,0.5178074568725654,28.810862619808308,122,1,3,606,111,374,30,0,0,10,9,16.233532934131738,223,7,1
git_connect.c,c,1539,217,970,0.6302794022092267,29.245839636913768,109,1,2,319,39,175,18,0,0,0,5,21.236363636363638,84,6,1
git_connected.c,c,167,17,35,0.20958083832335328,31.606666666666666,71,0,2,28,7,21,2,0,0,0,0,126.0,126,1,1
git_convert.c,c,2061,278,1076,0.5220766618146531,28.470555243970836,109,1,3,298,73,252,18,0,1,3,11,20.037974683544302,110,8,1
git_copy.c,c,74,8,0,0.0,22.606060606060606,68,0,0,12,2,10,1,0,0,0,4,13.75,25,0,1
git_credential.c,c,710,92,177,0.24929577464788732,30.946601941747574,96,0,2,197,12,98,8,0,1,0,1,16.4375,70,2,1
git_csum-file.c,c,268,38,64,0.23880597014925373,26.88695652173913,85,0,2,67,8,27,1,0,0,0,3,11.058823529411764,33,0,1
git_ctype.c,c,30,2,24,0.8,36.214285714285715,67,0,0,1,0,0,0,0,0,0,17,11.0,11,0,1
git_daemon.c,c,1471,198,897,0.6097892590074779,28.087981146897093,118,2,3,308,48,169,19,0,0,0,8,21.76923076923077,207,5,1
git_date.c,c,1420,165,1051,0.7401408450704225,26.58247011952191,136,3,3,173,18,184,15,0,0,5,196,21.471698113207548,113,7,1
git_decorate.c,c,96,13,33,0.34375,24.265060240963855,98,0,1,16,3,10,4,0,0,1,1,11.5,17,0,1
git_delta-islands.c,c,556,117,229,0.4118705035971223,29.46013667425968,85,0,2,116,35,49,15,0,0,0,2,13.962962962962964,55,1,1
git_diagnose.c,c,282,48,43,0.1524822695035461,29.324786324786324,80,0,3,68,15,20,5,0,0,0,2,20.8,85,1,1
git_diff-delta.c,c,510,54,421,0.8254901960784313,34.92763157894737,80,0,2,36,12,38,16,0,0,0,8,47.22222222222222,166,2,1
git_diff-lib.c,c,727,90,215,0.29573590096286106,31.618524332810047,94,0,3,79,31,72,4,0,0,0,3,32.75,166,1,1
git_diff-merges.c,c,192,28,3,0.015625,27.646341463414632,73,0,0,25,0,27,0,0,0,0,0,7.5,30,0,1
git_diff-no-index.c,c,444,64,218,0.49099099099099097,29.813157894736843,84,0,2,83,20,50,5,0,0,0,0,27.166666666666668,108,2,1
git_diff.c,c,7576,862,3950,0.5213833157338965,31.76035150431933,174,6,3,923,315,820,75,0,0,6,60,22.5,279,25,1
git_diffcore-break.c,c,314,34,195,0.6210191082802548,33.96071428571429,64,0,2,29,15,28,3,0,0,0,3,65.25,98,2,1
git_diffcore-delta.c,c,236,20,152,0.6440677966101694,26.310185185185187,72,0,2,31,13,25,7,0,0,1,5,24.428571428571427,58,1,1
git_diffcore-order.c,c,129,18,97,0.751937984496124,21.54954954954955,66,0,1,21,6,12,8,0,0,0,0,15.666666666666666,38,0,1
git_diffcore-pickaxe.c,c,292,37,136,0.4657534246575342,28.67450980392157,75,0,2,38,13,33,5,0,0,0,2,24.88888888888889,56,1,1
git_diffcore-rename.c,c,1724,198,1304,0.7563805104408353,34.39121887287025,85,0,3,216,113,139,27,0,0,1,5,33.42857142857143,302,8,1
git_diffcore-rotate.c,c,47,7,29,0.6170212765957447,26.425,74,0,0,3,2,7,3,0,0,0,0,31.0,31,0,1
git_dir-iterator.c,c,305,54,166,0.5442622950819672,28.721115537848604,78,0,2,35,18,28,3,0,0,0,1,24.11111111111111,44,0,1
git_dir.c,c,4186,511,2496,0.5962732919254659,31.123537414965988,99,0,3,669,160,401,65,0,1,5,6,22.992592592592594,221,15,1
git_editor.c,c,165,25,11,0.06666666666666667,29.25,89,0,2,39,5,23,0,0,0,0,2,16.0,57,1,1
git_entry.c,c,613,73,249,0.4061990212071778,30.375925925925927,85,0,3,113,22,73,6,0,0,0,7,27.27777777777778,124,3,1
git_environment.c,c,724,99,593,0.819060773480663,30.6336,88,0,2,116,5,121,2,0,0,0,0,25.3,221,1,1
git_exec-cmd.c,c,396,60,253,0.6388888888888888,26.06845238095238,80,0,2,77,4,21,1,0,1,0,0,11.894736842105264,41,0,1
git_fetch-negotiator.c,c,30,4,0,0.0,27.23076923076923,69,0,1,6,1,0,0,0,0,0,0,8.5,14,0,1
git_fetch-pack.c,c,2301,271,872,0.37896566710126034,32.30344827586207,149,2,3,434,128,311,47,0,0,0,3,28.603174603174605,249,10,1
git_fmt-merge-msg.c,c,726,85,245,0.33746556473829203,29.507020280811233,78,0,2,155,55,87,14,0,0,2,1,24.391304347826086,79,5,1
git_fsck.c,c,1442,172,535,0.3710124826629681,30.69685039370079,159,26,3,194,38,182,24,0,0,1,8,22.632653061224488,177,7,1
git_fsmonitor-ipc.c,c,176,35,13,0.07386363636363637,28.76595744680851,73,0,2,24,9,4,0,0,0,0,0,11.1,56,1,1
git_fsmonitor-settings.c,c,290,46,123,0.4241379310344828,30.37295081967213,74,0,2,46,3,20,0,0,0,0,0,14.692307692307692,43,0,1
git_fsmonitor.c,c,822,105,419,0.5097323600973236,36.43096234309623,86,0,2,132,19,59,6,0,0,0,2,30.22222222222222,193,1,1
git_gettext.c,c,159,26,52,0.3270440251572327,24.69172932330827,79,0,0,41,0,14,0,0,0,0,2,13.428571428571429,20,0,1
git_git-zlib.c,c,276,34,159,0.5760869565217391,26.735537190082646,78,0,1,69,0,12,2,0,0,0,5,12.470588235294118,33,0,1
git_git.c,c,1011,102,513,0.5074183976261127,33.61056105610561,99,0,2,241,16,131,13,0,0,1,1,39.95238095238095,204,6,1
git_gpg-interface.c,c,1163,166,757,0.6509028374892519,31.16950852557673,131,2,2,206,32,108,13,0,0,0,2,21.804878048780488,140,5,1
git_graph.c,c,1555,175,617,0.3967845659163987,29.8231884057971,91,0,2,203,42,101,26,0,0,1,1,23.79245283018868,164,8,1
git_grep.c,c,2018,224,1138,0.5639246778989098,28.07134894091416,108,2,3,322,48,230,31,0,0,3,18,19.829268292682926,216,8,1
git_hash-lookup.c,c,134,12,50,0.373134328358209,27.9672131147541,72,0,1,21,0,16,4,0,0,0,0,19.5,43,0,1
git_hash.c,c,319,37,10,0.03134796238244514,30.117021276595743,97,0,2,61,3,6,3,0,0,0,0,5.690476190476191,48,0,1
git_hashmap.c,c,352,48,246,0.6988636363636364,28.17763157894737,80,0,2,66,20,22,12,0,0,4,2,9.423076923076923,20,0,1
git_help.c,c,899,143,526,0.5850945494994438,30.12830687830688,103,1,2,228,38,65,29,0,0,1,3,15.928571428571429,111,2,1
git_hex-ll.c,c,49,3,45,0.9183673469387755,39.73913043478261,69,0,0,2,0,1,1,0,0,0,44,21.5,34,0,1
git_hex.c,c,124,17,8,0.06451612903225806,27.149532710280372,86,0,2,22,0,7,3,0,0,0,0,6.230769230769231,17,0,1
git_hook.c,c,546,98,289,0.5293040293040293,32.892857142857146,83,0,2,111,43,44,3,0,0,0,0,18.7,54,1,1
git_http-backend.c,c,829,134,510,0.6151990349819059,29.057553956834532,98,0,3,264,26,79,9,0,0,0,29,13.6,54,2,1
git_http-fetch.c,c,183,32,0,0.0,31.172185430463575,88,0,2,35,6,25,1,0,0,0,1,43.333333333333336,72,1,1
git_http-push.c,c,2010,286,1572,0.7820895522388059,30.150812064965198,244,9,2,490,116,195,19,0,0,0,12,26.45762711864407,262,7,1
git_http-walker.c,c,627,91,383,0.6108452950558214,28.690298507462686,76,0,2,113,54,58,13,0,0,1,1,22.863636363636363,132,2,1
git_http.c,c,2857,396,1689,0.5911795589779489,31.603006907761074,107,1,2,647,76,317,43,0,0,1,28,25.27906976744186,222,10,1
git_ident.c,c,736,85,547,0.7432065217391305,27.9431643625192,80,0,2,141,11,83,13,0,0,0,3,18.766666666666666,80,3,1
git_imap-send.c,c,1888,257,1336,0.7076271186440678,27.7271612507664,99,0,2,424,51,239,21,0,0,3,22,25.275862068965516,190,6,1
git_json-writer.c,c,407,63,33,0.08108108108108109,24.773255813953487,82,0,2,138,4,33,5,0,0,0,0,54.166666666666664,283,1,1
git_kwset.c,c,817,76,482,0.5899632802937577,30.685560053981106,78,0,3,90,27,84,27,0,0,0,20,35.666666666666664,147,4,1
git_levenshtein.c,c,86,7,65,0.7558139534883721,32.56962025316456,77,0,1,13,0,3,3,0,0,0,0,38.0,38,0,1
git_line-log.c,c,1349,187,771,0.5715344699777613,29.252151462994835,112,1,3,198,108,112,45,0,0,2,3,15.046153846153846,94,3,1
git_line-range.c,c,297,37,241,0.8114478114478114,26.057692307692307,89,0,2,36,1,48,8,0,0,0,9,37.833333333333336,85,2,1
git_linear-assignment.c,c,207,21,185,0.893719806763285,22.56989247311828,79,0,2,30,0,24,16,0,0,2,0,172.0,172,1,1
git_list-objects-filter-options.c,c,446,67,167,0.3744394618834081,31.345646437994723,82,0,3,71,28,40,4,0,0,0,0,16.842105263157894,61,1,1
git_list-objects-filter.c,c,830,116,361,0.43493975903614457,31.337535014005603,77,0,2,93,86,45,4,0,0,0,0,17.625,103,2,1
git_list-objects.c,c,447,54,96,0.21476510067114093,30.221374045801525,73,0,3,66,45,61,8,0,0,0,1,23.714285714285715,58,1,1
git_lockfile.c,c,358,57,221,0.61731843575419,30.803986710963454,87,0,2,78,11,32,4,0,0,2,5,15.785714285714286,41,0,1
git_log-tree.c,c,1204,146,609,0.5058139534883721,32.68714555765595,103,2,2,186,61,135,11,0,0,0,7,24.307692307692307,166,6,1
git_loose.c,c,268,36,230,0.8582089552238806,30.79741379310345,106,1,2,70,20,25,4,0,0,0,1,18.0,40,0,1
git_ls-refs.c,c,224,36,124,0.5535714285714286,30.180851063829788,99,0,3,41,13,26,2,0,0,0,0,17.555555555555557,46,0,1
git_mailinfo.c,c,1319,158,634,0.4806671721000758,25.70714900947459,89,0,2,277,22,155,31,0,0,4,17,23.47826086956522,77,3,1
git_mailmap.c,c,333,48,234,0.7027027027027027,27.364912280701756,72,0,2,65,13,36,5,0,0,0,1,16.133333333333333,42,0,1
git_match-trees.c,c,380,44,186,0.48947368421052634,27.133928571428573,80,0,3,57,10,43,3,0,0,0,10,27.3,63,1,1
git_mem-pool.c,c,220,40,102,0.4636363636363636,29.1,102,1,2,43,8,13,3,0,0,0,0,11.75,24,0,1
git_merge-blobs.c,c,106,11,13,0.12264150943396226,24.03157894736842,68,0,2,10,2,11,0,0,0,0,0,19.5,39,0,1
git_merge-ll.c,c,470,47,169,0.3595744680851064,30.16548463356974,88,0,2,71,12,54,5,0,0,0,5,22.2,67,2,1
git_merge-ort-wrappers.c,c,134,20,118,0.8805970149253731,29.850877192982455,93,0,2,23,17,12,1,0,0,0,0,16.6,30,0,1
git_merge-ort.c,c,5602,584,3845,0.6863620135665833,36.453168593064966,123,1,3,882,308,348,58,0,1,4,5,48.66315789473684,333,28,1
git_merge.c,c,113,16,0,0.0,30.948453608247423,78,0,2,27,6,7,4,0,0,0,0,24.666666666666668,50,0,1
git_midx-write.c,c,1861,330,509,0.2735088662009672,32.160679294578706,99,0,3,300,119,172,47,0,0,0,14,26.692307692307693,404,5,1
git_midx.c,c,1002,187,591,0.5898203592814372,32.249079754601226,93,0,3,190,55,90,20,0,0,0,4,15.844444444444445,113,2,1
git_name-hash.c,c,760,116,188,0.24736842105263157,30.78416149068323,108,1,1,142,55,48,15,0,0,1,0,14.085714285714285,62,2,1
git_notes-cache.c,c,105,19,0,0.0,29.976744186046513,112,1,2,14,7,10,0,0,0,0,0,13.2,19,0,1
git_notes-merge.c,c,770,78,582,0.7558441558441559,35.00722543352601,104,1,2,197,38,85,7,0,0,2,2,32.89473684210526,113,4,1
git_notes-utils.c,c,200,21,103,0.515,30.687150837988828,81,0,1,44,12,31,2,0,0,0,1,19.125,39,0,1
git_notes.c,c,1386,160,981,0.7077922077922078,32.05138662316477,111,1,2,277,70,106,18,0,0,2,14,17.280701754385966,90,3,1
git_object-file-convert.c,c,290,31,190,0.6551724137931034,33.06563706563706,84,0,2,67,10,34,4,0,0,0,2,36.666666666666664,87,1,1
git_object-file.c,c,2217,278,1114,0.5024808299503835,30.749871067560598,87,0,3,397,102,226,18,0,1,4,17,21.5,118,7,1
git_object-name.c,c,2182,261,1135,0.5201649862511457,29.129099427381572,133,2,2,311,113,267,30,0,1,2,11,20.391304347826086,145,3,1
git_object.c,c,622,79,96,0.15434083601286175,28.016574585635357,157,2,2,124,41,69,13,0,0,2,3,13.205882352941176,63,1,1
git_odb.c,c,1061,168,550,0.5183788878416589,29.407614781634937,92,0,3,183,56,103,19,0,0,1,1,16.711111111111112,73,4,1
git_oid-array.c,c,103,16,42,0.4077669902912621,23.919540229885058,76,0,2,19,1,8,3,0,0,0,0,7.555555555555555,12,0,1
git_oidmap.c,c,79,17,0,0.0,29.70967741935484,72,0,2,21,5,6,1,0,0,0,0,6.857142857142857,14,0,1
git_oidset.c,c,110,16,5,0.045454545454545456,26.627659574468087,75,0,2,30,6,10,3,0,0,0,0,8.666666666666666,32,0,1
git_oidtree.c,c,109,21,56,0.5137614678899083,28.397727272727273,70,0,1,24,7,7,0,0,0,0,0,10.571428571428571,20,0,1
git_pack-bitmap-write.c,c,1113,208,334,0.3000898472596586,31.844198895027624,100,0,2,237,83,93,32,0,1,1,9,23.61764705882353,102,5,1
git_pack-bitmap.c,c,3421,616,1069,0.31248173048816136,31.879144385026738,99,0,3,583,265,311,59,0,0,0,6,22.00877192982456,122,11,1
git_pack-check.c,c,209,27,68,0.3253588516746411,31.917582417582416,90,0,2,39,10,22,4,0,0,0,2,26.666666666666668,111,1,1
git_pack-mtimes.c,c,132,24,28,0.21212121212121213,27.25925925925926,103,1,2,27,3,16,0,0,0,0,0,19.0,57,1,1
git_pack-objects.c,c,243,49,30,0.12345679012345678,28.123711340206185,76,0,3,48,7,22,3,0,0,0,4,16.1,40,0,1
git_pack-refs.c,c,56,7,9,0.16071428571428573,36.95918367346939,100,0,1,17,7,3,0,0,0,0,0,37.0,37,0,1
git_pack-revindex.c,c,605,91,270,0.4462809917355372,31.40272373540856,90,0,2,101,12,62,10,0,0,0,1,19.434782608695652,80,2,1
git_pack-write.c,c,614,81,230,0.3745928338762215,32.168855534709195,88,0,3,133,39,49,13,0,0,1,8,17.333333333333332,107,2,1
git_packfile.c,c,2693,361,870,0.32305978462681023,30.027015437392794,130,1,3,438,153,265,43,0,0,2,27,19.49056603773585,185,7,1
git_abspath.h,c,54,7,36,0.6666666666666666,38.851063829787236,77,0,2,11,0,0,0,0,1,0,0,3.0,3,0,1
git_add-interactive.h,c,57,11,0,0.0,30.08695652173913,84,0,2,1,8,0,0,0,0,0,0,8.0,19,0,1
git_advice.h,c,87,7,61,0.7011494252873564,32.0375,73,0,0,10,1,0,0,0,1,0,0,49.0,49,0,1
git_alias.h,c,15,3,8,0.5333333333333333,36.5,59,0,0,6,2,0,0,0,0,0,0,0.0,0,0,1
git_alloc.h,c,20,4,0,0.0,30.5625,57,0,0,8,6,0,0,0,0,0,0,0.0,0,0,1
git_apply.h,c,190,25,135,0.7105263157894737,32.35151515151515,82,0,2,8,16,0,0,0,0,0,0,24.0,78,1,1
git_archive.h,c,63,12,34,0.5396825396825397,30.705882352941178,93,0,1,7,10,0,0,0,0,0,0,12.5,19,0,1
git_attr.h,c,286,34,215,0.7517482517482518,32.74603174603175,82,0,1,39,20,6,1,0,1,0,0,7.111111111111111,15,0,1
git_banned.h,c,47,7,7,0.14893617021276595,28.1,74,0,0,16,0,0,0,0,0,0,0,0.0,0,0,1
git_base85.h,c,7,2,1,0.14285714285714285,35.6,65,0,0,2,0,0,0,0,0,0,0,0.0,0,0,1
git_bisect.h,c,77,13,28,0.36363636363636365,36.546875,77,0,1,9,6,0,0,0,0,0,2,6.5,9,0,1
git_blame.h,c,191,29,113,0.5916230366492147,34.54320987654321,80,0,2,15,24,1,0,0,0,0,0,28.25,45,0,1
git_blob.h,c,24,6,9,0.375,36.0,77,0,0,3,3,0,0,0,1,0,0,3.0,3,0,1
git_bloom.h,c,170,22,84,0.49411764705882355,33.87162162162162,81,0,2,13,14,0,0,0,0,0,0,8.833333333333334,32,0,1
git_branch.h,c,156,15,105,0.6730769230769231,37.46099290780142,96,0,2,10,2,0,1,0,1,0,0,5.5,10,0,1
git_builtin.h,c,286,8,122,0.42657342657342656,64.60431654676259,107,8,0,140,0,1,1,0,1,0,0,2.5,4,0,1
git_bundle-uri.h,c,168,26,91,0.5416666666666666,30.366197183098592,77,0,2,6,10,0,0,0,1,0,0,11.0,30,0,1
git_bundle.h,c,74,9,21,0.28378378378378377,36.13846153846154,74,0,1,10,6,0,0,0,1,0,0,6.75,10,0,1
git_cache-tree.h,c,55,11,46,0.8363636363636363,40.38636363636363,136,2,0,17,10,0,0,0,0,0,0,7.0,7,0,1
git_cbtree.h,c,54,9,46,0.8518518518518519,33.46666666666667,78,0,0,5,8,0,0,0,0,0,0,4.4,10,0,1
git_chdir-notify.h,c,75,5,56,0.7466666666666667,37.785714285714285,84,0,2,3,0,0,0,0,0,0,0,3.0,3,0,1
git_checkout.h,c,15,3,6,0.4,30.083333333333332,71,0,1,0,1,0,0,0,0,0,0,0.0,0,0,1
git_chunk-format.h,c,73,10,29,0.3972602739726027,33.36507936507937,70,0,2,11,3,0,0,0,0,0,0,0.0,0,0,1
git_color.h,c,143,14,66,0.46153846153846156,40.93023255813954,80,0,0,19,1,0,0,0,0,0,0,6.0,6,0,1
git_column.h,c,46,9,41,0.8913043478260869,39.08108108108108,73,0,2,9,3,0,0,0,0,0,0,4.5,6,0,1
git_commit-graph.h,c,215,34,73,0.3395348837209302,38.92817679558011,92,0,2,25,25,0,0,0,0,0,0,10.2,28,0,1
git_commit-reach.h,c,159,20,87,0.5471698113207547,37.64748201438849,82,0,2,7,29,0,0,0,1,0,0,13.0,21,0,1
